"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\02_A1.d"," DAD1 - B:Sig=260,4  Ref=360,60 02_A1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\74_F6.d" ,"3" ,0.560,0.576,0.596,51.57,50.10,17.27,100.00,8.13,0.036,0.015,0.16,6.68,0.558,0.559,0.593,0.602,0.16,0.18,2.37,51.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\74_F6.d" ,"4" ,0.596,0.603,0.615,7.65,5.88,2.03,14.83,0.95,0.019,0.017,6.68,0.19,0.593,0.602,0.618,0.619,0.18,0.19,1.06,7.83,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\74_F6.d" ,"5" ,1.101,1.199,1.307,7.09,46.50,16.03,13.76,7.55,0.207,0.112,-0.49,-0.08,1.094,1.096,1.305,1.309,-0.49,-0.08,1.00,6.80,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\74_F6.d" ,"6" ,3.101,3.251,3.418,14.29,121.20,41.78,27.70,19.68,0.317,0.138,-1.05,-0.15,3.083,3.086,3.418,3.421,-1.05,-0.15,1.22,13.66,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\74_F6.d" ,"7" ,3.422,3.533,3.666,15.15,84.97,29.29,29.38,13.80,0.243,0.089,-0.13,-1.26,3.418,3.421,3.691,3.693,-0.13,-1.26,0.92,14.51,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\74_F6.d" ,"8" ,7.098,7.294,7.505,19.98,290.12,100.00,38.74,47.11,0.408,0.299,-1.03,17.07,7.032,7.035,7.505,7.509,-1.03,17.07,1.79,27.68,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d"," DAD1 - B:Sig=260,4  Ref=360,60 75_F7.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d" ,"1" ,0.364,0.384,0.399,2.59,3.29,1.14,5.38,0.52,0.035,0.021,-1.73,-0.50,0.356,0.358,0.401,0.402,-1.73,-0.50,1.23,1.57,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d" ,"2" ,0.407,0.433,0.544,4.40,15.22,5.28,9.14,2.43,0.138,0.054,-0.13,0.13,0.401,0.402,0.559,0.563,-0.13,0.09,3.88,4.31,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d" ,"3" ,0.567,0.588,0.637,48.13,59.76,20.75,100.00,9.53,0.070,0.016,-0.11,-0.37,0.566,0.568,0.637,0.639,-0.12,-0.37,3.20,47.94,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d" ,"4" ,0.642,0.670,0.768,0.93,3.56,1.23,1.94,0.57,0.125,0.067,-0.06,-0.05,0.637,0.639,0.765,0.769,-0.06,-0.06,2.84,0.87,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d" ,"5" ,1.130,1.197,1.324,11.34,48.60,16.87,23.57,7.75,0.194,0.067,-0.51,-0.26,1.117,1.120,1.322,1.335,-0.51,-0.26,1.62,10.92,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d" ,"6" ,3.133,3.253,3.421,17.87,122.71,42.60,37.13,19.57,0.288,0.109,-0.93,-0.21,3.118,3.121,3.416,3.424,-0.93,-0.21,1.30,17.24,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d" ,"7" ,3.426,3.526,3.650,16.36,85.83,29.79,33.98,13.69,0.224,0.082,-0.18,-1.15,3.416,3.424,3.670,3.673,-0.18,-1.15,1.05,15.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\75_F7.d" ,"8" ,7.104,7.297,7.505,19.81,288.08,100.00,41.15,45.94,0.401,0.299,-0.58,17.10,7.027,7.032,7.505,7.509,-0.58,17.10,1.73,27.74,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d"," DAD1 - B:Sig=260,4  Ref=360,60 76_F8.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d" ,"1" ,0.402,0.431,0.562,4.00,17.14,2.80,7.87,1.14,0.160,0.063,-0.61,-0.16,0.402,0.403,0.560,0.563,-0.81,-0.17,5.35,3.30,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d" ,"2" ,0.562,0.582,0.605,50.83,52.62,8.61,100.00,3.51,0.042,0.015,-0.16,6.13,0.560,0.563,0.601,0.611,-0.28,-0.16,2.50,50.60,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d" ,"3" ,0.605,0.613,0.626,7.41,6.33,1.04,14.57,0.42,0.021,0.019,6.13,-0.10,0.601,0.611,0.628,0.629,-0.16,-0.10,0.92,7.26,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d" ,"4" ,1.125,1.199,1.312,9.27,47.48,7.76,18.24,3.16,0.187,0.084,-0.46,-0.13,1.114,1.116,1.322,1.328,-0.46,-0.13,1.40,8.94,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d" ,"5" ,3.122,3.261,3.422,16.79,124.58,20.37,33.03,8.30,0.300,0.118,-1.05,-0.21,3.098,3.101,3.422,3.425,-1.05,-0.21,1.21,16.13,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d" ,"6" ,3.431,3.532,3.648,16.30,85.96,14.06,32.07,5.73,0.217,0.083,-0.18,-1.06,3.422,3.425,3.679,3.681,-0.18,-1.06,1.03,15.71,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d" ,"7" ,7.039,7.289,7.506,30.40,555.63,90.86,59.80,37.01,0.468,0.323,-3.81,16.44,7.033,7.035,7.505,7.509,-3.81,-1.74,1.26,27.69,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\76_F8.d" ,"8" ,7.506,7.516,8.856,22.97,611.52,100.00,45.19,40.73,1.350,0.474,16.44,-0.46,7.505,7.509,8.855,8.860,-2.99,-0.46,119.44,20.00,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d"," DAD1 - B:Sig=260,4  Ref=360,60 77_F9.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d" ,"1" ,0.365,0.384,0.400,3.04,3.87,1.34,9.37,0.77,0.035,0.022,-1.71,-1.28,0.357,0.359,0.402,0.403,-1.71,-1.28,0.97,1.56,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d" ,"2" ,0.405,0.434,0.526,4.30,15.29,5.30,13.26,3.04,0.120,0.059,-1.21,0.29,0.402,0.403,0.536,0.554,-1.21,0.24,4.75,3.43,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d" ,"3" ,0.556,0.569,0.600,32.41,31.43,10.90,100.00,6.26,0.044,0.014,0.61,1.15,0.536,0.554,0.606,0.607,0.61,1.15,2.72,33.18,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d" ,"4" ,0.611,0.666,0.838,1.35,10.78,3.74,4.17,2.14,0.226,0.141,-0.83,-0.52,0.606,0.607,0.836,0.841,-0.83,-0.52,3.28,0.60,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d" ,"5" ,1.069,1.193,1.304,3.54,28.78,9.98,10.92,5.73,0.235,0.141,-0.54,-0.14,1.065,1.070,1.304,1.306,-0.54,-0.14,0.89,3.21,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d" ,"6" ,3.069,3.243,3.405,7.58,74.88,25.97,23.38,14.90,0.335,0.164,-1.10,-0.48,3.068,3.070,3.404,3.407,-1.10,-0.48,1.05,6.80,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d" ,"7" ,3.425,3.526,3.635,8.45,49.17,17.05,26.06,9.78,0.210,0.094,-0.23,-1.19,3.404,3.407,3.656,3.659,-0.23,-1.19,0.81,7.75,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\77_F9.d" ,"8" ,7.102,7.296,7.505,19.89,288.33,100.00,61.36,57.38,0.403,0.299,-0.72,17.13,7.026,7.037,7.505,7.509,-0.72,17.13,1.77,27.74,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d"," DAD1 - B:Sig=260,4  Ref=360,60 78_F10.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d" ,"1" ,0.364,0.384,0.399,3.04,3.83,1.34,5.90,0.58,0.035,0.021,-1.73,-1.34,0.356,0.359,0.402,0.403,-1.73,-1.34,0.88,1.53,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d" ,"2" ,0.410,0.432,0.565,3.70,13.83,4.82,7.18,2.09,0.155,0.055,-0.28,-0.20,0.402,0.403,0.564,0.566,-0.28,-0.20,4.94,3.44,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d" ,"3" ,0.566,0.586,0.635,51.60,62.83,21.92,100.00,9.49,0.069,0.016,-0.18,-0.22,0.564,0.566,0.635,0.636,-0.20,-0.22,3.21,51.40,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d" ,"4" ,0.639,0.666,0.771,0.95,3.69,1.29,1.85,0.56,0.133,0.064,-0.02,-0.02,0.635,0.636,0.770,0.773,-0.02,-0.02,2.95,0.93,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d" ,"5" ,1.122,1.202,1.325,11.20,51.14,17.84,21.71,7.72,0.203,0.073,-0.53,-0.22,1.120,1.122,1.324,1.327,-0.53,-0.22,1.52,10.80,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d" ,"6" ,3.119,3.264,3.423,19.13,140.69,49.07,37.06,21.25,0.304,0.114,-1.12,-0.14,3.104,3.112,3.421,3.424,-1.13,-1.22,1.31,17.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d" ,"7" ,3.433,3.536,3.678,18.09,99.47,34.70,35.06,15.02,0.245,0.084,-0.16,-1.29,3.432,3.434,3.688,3.691,-1.22,-1.29,1.02,16.84,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\78_F10.d" ,"8" ,7.107,7.295,7.505,19.82,286.70,100.00,38.41,43.30,0.399,0.299,-0.39,17.13,7.026,7.030,7.505,7.509,-0.39,17.13,1.78,27.72,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d"," DAD1 - B:Sig=260,4  Ref=360,60 79_F11.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d" ,"1" ,0.364,0.384,0.399,2.70,3.36,1.17,4.92,0.51,0.035,0.021,-1.71,-0.81,0.357,0.359,0.401,0.402,-1.71,-0.81,0.99,1.51,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d" ,"2" ,0.402,0.432,0.561,4.86,18.81,6.53,8.85,2.88,0.158,0.059,-1.03,-0.19,0.401,0.402,0.560,0.563,-1.03,-0.19,5.13,3.99,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d" ,"3" ,0.567,0.582,0.626,54.92,62.66,21.75,100.00,9.58,0.059,0.015,0.12,0.07,0.560,0.563,0.627,0.629,0.12,0.07,3.04,55.03,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d" ,"4" ,0.630,0.648,0.760,1.00,4.17,1.45,1.82,0.64,0.130,0.069,0.07,-0.04,0.627,0.629,0.774,0.776,0.07,-0.04,5.44,1.05,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d" ,"5" ,1.121,1.200,1.307,9.42,50.53,17.54,17.16,7.73,0.186,0.089,-0.49,-0.02,1.110,1.113,1.325,1.331,-0.49,-0.02,1.30,9.13,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d" ,"6" ,3.117,3.259,3.425,17.51,133.44,46.33,31.88,20.41,0.308,0.122,-1.09,-0.09,3.095,3.101,3.424,3.426,-1.09,-0.09,1.28,16.88,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d" ,"7" ,3.430,3.533,3.658,17.19,92.79,32.22,31.30,14.19,0.228,0.085,-0.07,-1.14,3.424,3.426,3.677,3.679,-0.07,-1.14,1.02,16.63,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\79_F11.d" ,"8" ,7.104,7.294,7.505,19.95,288.02,100.00,36.32,44.05,0.401,0.299,-0.60,17.08,7.027,7.033,7.505,7.509,-0.60,17.08,1.82,27.70,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d"," DAD1 - B:Sig=260,4  Ref=360,60 80_F12.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d" ,"1" ,0.364,0.383,0.398,3.07,3.75,1.29,6.80,0.62,0.034,0.021,-1.70,-1.64,0.357,0.359,0.399,0.400,-1.70,-1.64,0.76,1.41,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d" ,"2" ,0.407,0.429,0.548,5.97,15.93,5.49,13.22,2.64,0.141,0.023,-0.31,-0.04,0.399,0.400,0.557,0.561,-0.31,-0.19,4.81,5.68,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d" ,"3" ,0.569,0.589,0.635,45.14,54.45,18.76,100.00,9.02,0.066,0.016,-0.09,-0.18,0.557,0.561,0.637,0.638,-0.18,-0.18,3.01,44.96,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d" ,"4" ,0.641,0.674,0.796,0.94,4.20,1.45,2.09,0.70,0.155,0.073,-0.18,-0.18,0.637,0.638,0.808,0.810,-0.18,-0.18,3.03,0.76,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d" ,"5" ,1.140,1.207,1.316,9.40,43.21,14.88,20.82,7.16,0.177,0.074,-0.46,-0.17,1.125,1.127,1.333,1.335,-0.46,-0.17,1.41,9.05,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d" ,"6" ,3.141,3.274,3.436,16.05,113.63,39.14,35.55,18.82,0.295,0.112,-1.08,-0.34,3.117,3.120,3.431,3.441,-1.08,-0.34,1.21,15.30,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d" ,"7" ,3.443,3.540,3.654,15.34,78.33,26.98,33.97,12.97,0.211,0.080,-0.31,-1.14,3.431,3.441,3.677,3.679,-0.31,-1.14,1.04,14.65,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\80_F12.d" ,"8" ,7.095,7.296,7.505,19.89,290.31,100.00,44.07,48.08,0.410,0.299,-1.17,17.09,7.033,7.036,7.505,7.509,-1.17,17.09,1.75,27.67,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\82_G1.d"," DAD1 - B:Sig=260,4  Ref=360,60 82_G1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\82_G1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\82_G1.d" ,"1" ,0.364,0.384,0.398,3.09,3.82,1.33,6.52,0.57,0.035,0.021,-1.91,-1.45,0.356,0.359,0.400,0.401,-1.91,-1.45,0.84,1.45,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\82_G1.d" ,"2" ,0.408,0.430,0.524,6.15,14.35,4.98,12.97,2.16,0.115,0.022,-0.17,0.32,0.400,0.401,0.563,0.567,-0.17,0.27,4.37,6.07,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\82_G1.d" ,"3" ,0.584,0.601,0.648,47.41,61.13,21.22,100.00,9.18,0.063,0.017,0.49,0.72,0.576,0.581,0.785,0.788,0.49,0.72,2.97,47.96,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\82_G1.d" ,"4" ,1.169,1.242,1.393,12.16,53.92,18.72,25.65,8.10,0.224,0.069,-0.59,-0.50,1.165,1.169,1.393,1.401,-0.59,-0.50,1.53,11.60,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\82_G1.d" ,"5" ,3.203,3.337,3.494,20.72,143.94,49.97,43.70,21.62,0.290,0.107,-1.15,-0.25,3.197,3.199,3.492,3.495,-1.15,-1.22,1.27,19.54,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\82_G1.d" ,"6" ,3.494,3.586,3.708,20.56,100.63,34.94,43.36,15.11,0.214,0.075,-0.25,-1.26,3.492,3.495,3.728,3.734,-1.22,-1.26,1.08,19.32,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\82_G1.d" ,"7" ,7.103,7.300,7.505,19.64,288.04,100.00,41.43,43.26,0.402,0.299,-0.60,17.09,7.027,7.032,7.505,7.509,-0.60,17.09,1.67,27.70,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d"," DAD1 - B:Sig=260,4  Ref=360,60 83_G2.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"1" ,0.249,0.252,0.358,0.07,4.13,1.44,0.12,0.62,0.108,0.032,-0.28,-2.16,0.242,0.251,0.357,0.359,-0.28,-2.16,2.60,-0.26,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"2" ,0.365,0.384,0.399,3.15,3.81,1.33,5.98,0.57,0.034,0.021,-1.62,-1.65,0.357,0.359,0.401,0.402,-1.62,-1.65,0.75,1.51,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"3" ,0.410,0.432,0.560,4.38,15.35,5.35,8.31,2.32,0.150,0.053,-0.23,-0.14,0.401,0.402,0.559,0.564,-0.23,-0.18,4.78,4.16,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"4" ,0.566,0.587,0.636,52.69,65.49,22.82,100.00,9.88,0.070,0.016,-0.10,-0.11,0.559,0.564,0.636,0.638,-0.13,-0.11,3.19,52.57,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"5" ,0.638,0.662,0.739,1.00,3.62,1.26,1.89,0.55,0.101,0.069,-0.10,0.15,0.636,0.638,0.781,0.783,-0.10,0.12,4.22,0.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"6" ,1.137,1.206,1.330,11.47,53.35,18.59,21.77,8.05,0.193,0.074,-0.45,-0.20,1.129,1.132,1.329,1.331,-0.45,-0.26,1.52,11.09,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"7" ,3.143,3.272,3.433,19.39,135.45,47.20,36.80,20.43,0.290,0.111,-0.99,-0.09,3.121,3.125,3.432,3.435,-0.99,-0.09,1.28,18.80,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"8" ,3.441,3.539,3.666,18.45,94.78,33.03,35.01,14.30,0.225,0.080,-0.08,-1.15,3.432,3.435,3.692,3.695,-0.08,-1.15,1.05,17.90,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\83_G2.d" ,"9" ,7.107,7.296,7.505,19.79,286.98,100.00,37.55,43.29,0.399,0.299,-0.34,17.10,7.024,7.031,7.505,7.509,-0.34,17.10,1.76,27.73,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\84_G3.d"," DAD1 - B:Sig=260,4  Ref=360,60 84_G3.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\84_G3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\84_G3.d" ,"1" ,0.409,0.431,0.549,3.18,12.10,1.98,6.51,0.80,0.140,0.059,-0.23,-0.05,0.401,0.403,0.560,0.567,-0.23,-0.05,5.07,2.98,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\84_G3.d" ,"2" ,0.576,0.593,0.641,48.89,61.72,10.12,100.00,4.09,0.065,0.017,0.24,0.37,0.570,0.573,0.645,0.646,0.24,0.37,3.20,49.16,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\84_G3.d" ,"3" ,1.150,1.208,1.316,12.82,49.99,8.19,26.22,3.31,0.167,0.061,-0.47,-0.08,1.130,1.133,1.347,1.349,-0.47,-0.08,1.66,12.48,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\84_G3.d" ,"4" ,3.148,3.276,3.439,19.85,131.12,21.49,40.60,8.68,0.291,0.104,-1.07,-0.20,3.139,3.142,3.436,3.445,-1.07,-0.20,1.26,19.16,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\84_G3.d" ,"5" ,3.448,3.542,3.668,17.90,90.87,14.89,36.61,6.02,0.220,0.080,-0.15,-1.19,3.436,3.445,3.683,3.686,-0.15,-1.19,1.07,17.31,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\84_G3.d" ,"6" ,7.042,7.294,7.506,30.30,554.03,90.82,61.97,36.69,0.465,0.323,-3.74,16.40,7.031,7.036,7.505,7.509,-3.74,-1.65,1.21,27.69,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\84_G3.d" ,"7" ,7.506,7.516,8.855,22.91,610.04,100.00,46.86,40.40,1.349,0.474,16.40,-0.49,7.505,7.509,8.854,8.858,-2.97,-0.49,128.84,19.95,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\85_G4.d"," DAD1 - B:Sig=260,4  Ref=360,60 85_G4.d"
